smiles,standard_value,PCFE,RTlogD,ADMETlab2.0,w/o microscopic pKa,w/o pre-training and microscopic pKa,w/o pre-training,no_logp,swap_strategy,all_task_scaffold,replace_macropka,Instant Jchem,logp_simi,RT_simi,logD_simi,logp_smi
Cn1cc(Nc2nccc(-c3ccc4c(c3)CNCC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,2.9,1.52,1.156,2.495,1.448,2.061,1.557,2.4581604,0.693,0.919,2.011,0.635807302,0.194444444,0.289719626,0.355555556,0.198019802
Cc1nnc2c(NC3CCN(C)CC3)nc(C(=O)N3[C@H]4Cc5ccccc5[C@@H]3CNC4=O)cn12,-0.3,0.5,0.864,1.748,0.325,0.036,0.312,1.0215355,0.945,0.658,0.778,-2.030236277,0.232876712,0.279069767,0.3375,0.232876712
CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CC4(CCOC4)C3)c12,0.1,1.39,1.753,2.529,1.349,2.142,1.571,1.9261111,1.233,1.122,1.616,0.798832201,0.232876712,0.320987654,0.344827586,0.232876712
CC(C)(c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,3.9,3,2.637,1.974,2.509,2.291,2.544,1.2373292,2.275,2.633,2.627,4.009314209,0.255555556,0.317647059,0.317647059,0.284090909
CN(C)C(=O)C1CCN(c2cncnc2-c2ccc(F)cc2)CC1,1.9,1.85,2.309,2.275,1.954,1.608,2.1,2.5817482,0.994,1.864,2.483,2.047070081,0.320754717,0.476190476,0.315789474,0.320754717
CC(C)(O)c1ccc(NC(=O)c2ccnn(-c3ccc(F)cc3OCC(F)(F)F)c2=O)cc1,2.55,3.18,3.539,2.708,2.24,2.969,2.651,3.0276694,3.076,3.89,2.678,3.220134962,0.28125,0.346666667,0.363636364,0.317073171
CC(Oc1ccc2ncc(/C=C/C(=O)O)cc2c1)C1CCCCC1,3,2.57,2.211,3.736,2.713,2.393,2.769,2.8365147,2.715,2.179,2.197,1.435393013,0.365384615,0.328767123,0.356164384,0.365384615
CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,1,1.28,1.638,2.579,1.443,2.169,1.467,1.9675758,1.295,1.011,1.532,0.275162516,0.236111111,0.325,0.314285714,0.236111111
CCOC(=O)N1C[C@H]2C[C@@H]1C[C@@H]2c1ccc(-c2cc(C(=O)OCC(=O)N(C)C)cc3cc(-c4ccc(C(F)(F)F)cc4)ccc23)cc1,6,5.61,5.257,4.362,5.458,5.065,4.976,4.393133,4.6,5.838,4.542,6.89920486,0.293333333,0.310344828,0.293333333,0.293333333
O=C(O)[C@H]1CCCCN1C(=O)C(CS)Cc1ccccc1,0.49,-0.3,-0.648,2.114,-1.226,-1.153,-0.763,-0.52590203,-0.812,-0.736,-0.632,-0.368589644,0.510638298,0.425925926,0.482758621,0.638297872
CCc1ccc2c(c1)CC(C)CN2S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,3.77,4.15,4.493,3.826,3.945,3.835,4.067,4.425049,3.341,4.129,4.221,4.311879138,0.266666667,0.326086957,0.277108434,0.279411765
Cc1ccc2[nH]c(CN3CCC(c4nc(-c5cc6ccccc6o5)cs4)CC3)nc2n1,3,4.01,4.35,4.189,4.644,4.038,5.148,3.987567,3.889,4.685,4.399,3.59647086,0.204301075,0.341772152,0.373134328,0.253968254
CNC(=O)c1c(-c2ccc(O)c(C)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,1.3,1.54,1.876,2.753,1.683,2.222,1.695,2.127746,1.724,1.372,1.678,0.788248335,0.25,0.313253012,0.301369863,0.25
O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cc(Cl)ccn4)C[C@@H]32)no1,2.4,2.3,1.964,2.142,1.955,2.056,2.344,2.432209,2.137,1.871,2.814,2.244282938,0.227848101,0.358974359,0.252873563,0.227848101
CC(c1nc2ccccc2[nH]1)N1CCC(c2nc(-c3cc4ccccc4o3)cs2)CC1,3.7,4.65,4.985,4.625,5.287,4.646,6.002,4.7575827,4.267,5.683,4.425,4.854983523,0.262295082,0.320512821,0.390625,0.262295082
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,4.8,3.92,3.586,3.964,3.263,3.391,3.21,3.9567056,2.432,3.514,4.009,4.026821892,0.372881356,0.328125,0.344827586,0.372881356
[N-]=[N+]=Nc1ccc(C(=O)N[C@@H](CCCCNC(=O)CCCc2ccc(I)cc2)C(N)=O)cc1,3.13,3.67,4.003,3.043,3.628,3.048,3.17,3.17526,3.167,3.157,3.311,3.933058558,0.31147541,0.267605634,0.3,0.31147541
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,3.81,3.21,2.88,3.338,2.282,2.482,2.276,2.842345,1.959,2.225,3.001,2.870384126,0.403508772,0.365079365,0.369230769,0.403508772
O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCNCC2)C1=O,0.3,0.35,0.675,1.964,-0.012,0.177,-0.493,0.5213654,-0.739,-1.065,0.063,-1.802881445,0.375,0.389830508,0.313432836,0.375
COc1ccc(CNC(=O)NC2CCN(c3ccccc3)C2=O)cc1,1.99,2.1,2.42,2.268,1.951,2.925,2.211,1.9374555,2.121,2.376,2.195,1.527062403,0.346153846,0.561403509,0.4,0.454545455
Clc1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,1.78,1.97,1.272,2.848,1.102,1.204,1.634,1.670934,0.741,1.525,1.849,1.056325623,0.226190476,0.375,0.458333333,0.25
Cc1noc(C)c1-c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2n1.Cl,2.6,2.92,1.962,3.392,1.618,2.167,1.884,2.700045,1.461,2.152,2.346,1.211940076,0.188235294,0.265060241,0.276595745,0.188235294
CN(C)c1nc(=O)n(-c2ccccn2)c2cc(Cl)ccc12,0.84,2.62,2.936,3.055,2.985,3.461,3.354,3.6970098,2.797,2.565,2.987,2.407111653,0.306122449,0.385714286,0.31884058,0.306122449
CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(F)c1,4.29,3.51,3.194,3.402,2.414,2.677,2.31,2.7171788,1.937,2.478,3.127,3.383551739,0.328125,0.338235294,0.442857143,0.328125
O=c1nc(N2CCC2)c2ccc(Cl)cc2[nH]1,1.8,2.1,2.411,3.025,1.708,2.562,2.397,2.6748636,2.045,1.689,2.516,1.395655679,0.29787234,0.365384615,0.425531915,0.333333333
CC(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,2.44,1.64,1.329,1.651,0.868,0.348,0.713,1.4345846,0.383,0.703,1.809,1.761356554,0.258823529,0.294736842,0.306122449,0.258823529
CCS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc3c(c2)C(=O)CC(C2CCOCC2)O3)nc1,0.32,1.48,1.79,1.277,0.988,1.126,1.224,1.467597,1.317,1.731,1.704,0.55018299,0.233333333,0.325301205,0.307692308,0.233333333
COc1ccccc1-c1cccc2c1CN(c1ccccc1)C2=O,3.87,4.29,4.599,3.512,4.04,4.267,4.027,4.4117093,3.701,4.25,3.817,4.169976978,0.384615385,0.41509434,0.393442623,0.384615385
c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncccc6[nH]5)CC4)n3)cc2c1,2.8,3.6,3.901,4.133,4.462,3.557,4.763,4.024989,3.695,4.588,3.997,3.465115988,0.240506329,0.325301205,0.378787879,0.240506329
COc1cccc2nc(-c3ccc(N4[C@@H](C)CC[C@@H]4C)nc3)n(C[C@@H]3CNC[C@H](C)O3)c12,4.4,2.56,2.264,3.202,2.443,2.007,1.596,2.9921026,1.211,2.39,2.491,2.72699525,0.233766234,0.337349398,0.284090909,0.25
C[C@H](Oc1ccc2ncc(/C=C/C(=O)NS(C)(=O)=O)c(C3CC3)c2c1)c1c(Cl)cccc1Cl,2.9,2.84,3.254,1.664,2.404,2.91,3.365,3.7348084,3.242,2.793,3.583,4.001115261,0.273809524,0.296296296,0.289156627,0.279569892
O=C(c1cnc(NC2(c3cncnc3)CCC2)nc1)N1CCC2(CCOCC2)C1,2,1.24,0.948,0.924,0.355,0.766,0.169,0.42610157,0.389,0.831,0.832,0.460409569,0.224137931,0.305555556,0.380952381,0.224137931
CC(C)(O)c1ccc(NC(=O)c2ccnn(-c3ccccc3OCC(F)(F)F)c2=O)cc1,2.42,3.15,3.441,2.724,2.173,2.995,2.788,2.9755383,3.223,3.476,2.475,3.077433026,0.295081967,0.38028169,0.350649351,0.323943662
CCN(C)c1nc(=O)n(-c2cccnc2)c2cc(Cl)ccc12,1.2,2.65,2.938,3.156,2.984,3.4,3.147,3.0091567,2.642,2.295,2.915,2.169266655,0.293103448,0.358208955,0.4,0.293103448
c1ccc2oc(-c3csc(C4CCN(c5nnc(-c6ccncc6)o5)CC4)n3)cc2c1,3.3,4.16,4.447,4.029,4.036,3.84,4.962,4.380427,3.211,4.797,4.08,3.717828048,0.225806452,0.415384615,0.387096774,0.237288136
CC(C)CN(c1ccc(C#N)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,3.16,3.86,4.146,3.378,3.341,3.465,3.255,4.396229,3.463,4.323,3.857,3.604858451,0.246153846,0.325301205,0.275,0.252747253
O=C(NC1CC1)C1CCN(c2cnccc2-c2ccccn2)CC1,1.3,1.9,2.182,2.33,1.49,1.54,1.638,2.022353,1.022,1.665,1.983,1.633448333,0.287671233,0.406779661,0.333333333,0.333333333
CCCCC#Cc1ccc(NC2CCN(C(C)=O)CC2)c(C(N)=O)c1,3.24,3.09,2.811,2.979,3.254,3.504,3.445,3.3064005,3.33,3.195,3.281,2.521310138,0.338235294,0.292307692,0.320512821,0.338235294
C[C@H](Oc1ccc(NC(=O)CC(N)=O)c(C2CC2)n1)c1c(Cl)ccc(F)c1Cl,3.7,3.42,4.259,3.136,3.661,3.424,3.402,3.873373,4.103,3.645,3.865,3.918355748,0.266666667,0.275862069,0.333333333,0.266666667
CN(CCc1ccccc1)c1nc(=O)[nH]c2cc(Cl)ccc12,3.1,3.18,3.458,3.604,2.38,3.54,3.569,3.8780427,3.844,2.924,3.368,3.52035662,0.333333333,0.380952381,0.454545455,0.333333333
c1ccc2oc(-c3csc(C4CCN(Cc5cn6cccnc6n5)CC4)n3)cc2c1,2.5,3.34,3.614,3.819,3.72,3.504,4.106,3.2931123,2.564,3.254,3.899,2.86948658,0.259259259,0.369863014,0.358208955,0.259259259
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(CC(F)(F)F)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,2.9,3.44,3.713,3.504,3.435,3.91,4.203,3.5689902,3.348,3.484,3.487,3.759430298,0.196428571,0.311926606,0.391752577,0.196428571
c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncncc6[nH]5)CC4)n3)cc2c1,2.6,3.01,3.282,3.87,4,2.949,4.118,3.3359163,2.96,3.623,3.444,2.76317521,0.212121212,0.325301205,0.367647059,0.22972973
C[C@H](Oc1ccc2ncc(S(=O)(=O)CC(=O)O)c(C3CC3)c2c1)c1c(Cl)ccc(F)c1Cl,2.5,2.59,2.858,2.965,2.08,2.212,3.053,2.3528416,2.46,1.821,2.501,1.561422025,0.282352941,0.310344828,0.35106383,0.287234043
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,1.01,1.21,1.477,1.636,1.001,0.988,-0.04,0.7545495,0.836,0.171,1.264,1.446330764,0.576271186,0.541666667,0.836065574,0.586206897
O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,3.2,3.23,3.493,2.891,3.723,3.295,3.038,3.8480077,2.86,3.692,3.552,3.327962743,0.225806452,0.272727273,0.452054795,0.225806452
COc1ccc(C(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2c2ccccc2)cc1OC,2.63,2.78,2.218,2.523,2.668,2.637,2.56,2.475856,1.525,1.958,2.476,4.287214139,0.317460317,0.407894737,0.363636364,0.317460317
Cn1c(=O)cc(NC(C)(C)c2ncccn2)c2cc(Nc3ccnc(Cl)c3C#N)ccc21,1.9,2.7,2.961,2.915,3.273,3.491,3.951,2.9276884,3.854,2.985,3.363,2.174535759,0.22972973,0.272727273,0.278481013,0.22972973
C[C@H](Oc1ccc2ncc(/C=C/C(=O)O)c(N(C)C)c2c1)c1c(Cl)ccc(F)c1Cl,3.6,3.1,2.843,3.778,3.225,3.013,2.993,4.169408,3.415,3.001,2.522,4.059197895,0.291139241,0.275862069,0.314606742,0.291139241
CS(=O)(=O)Nc1ccccc1NC(=O)CCS,1.1,0.9,0.646,-0.209,-0.337,0.308,0.564,0.39320815,0.312,0.485,0.702,0.866904189,0.388888889,0.339285714,0.395348837,0.388888889
O=C(O)c1cc(-c2ccc(C34CCN(CC3)CC4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,4.2,3.4,3.155,4.928,3.046,2.746,2.943,3.1439004,2.874,3.813,3.278,4.3691333,0.352941176,0.294871795,0.328767123,0.352941176
COc1cc(C(=O)N2[C@H]3Cc4ccccc4[C@@H]2CNC3=O)cc2c(C)n[nH]c12,2,1.95,1.707,2.539,2.34,2.037,1.736,2.3434188,1.845,1.869,1.752,1.327257228,0.28,0.3125,0.302325581,0.28
CS(=O)(=O)c1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,1.33,1.63,0.789,2.116,0.412,0.837,0.697,1.639647,0.045,1.097,1.565,0.174038737,0.23255814,0.296703297,0.318181818,0.253731343
CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,2.48,2.75,1.97,3.054,1.703,1.873,1.758,1.8144956,1.464,1.285,2.25,1.18747867,0.298701299,0.338235294,0.297297297,0.318181818
c1ccc2oc(-c3csc(C4CCN(Cc5nc6ccccc6[nH]5)CC4)n3)cc2c1,3.4,4.81,5.044,4.562,5.132,4.595,5.767,4.536943,4.614,5.411,4.721,4.343305112,0.25,0.420289855,0.403225806,0.25
O=C(CCS)Nc1cccc(O)c1,0.41,1.09,1.323,1.373,0.817,1.29,0.994,1.1760418,0.558,0.834,1.21,1.571524935,0.558823529,0.303571429,0.372093023,0.594594595
O=C(O)Cn1nc(Cc2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c2ccccc2c1=O,2.54,1.15,0.918,2.835,0.499,1.065,0.944,1.4633389,0.471,0.729,1.189,0.800352804,0.298701299,0.359375,0.375,0.3375
Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,3.65,3.8,3.272,4.129,2.612,3.029,3.229,3.099741,3.527,3.101,3.392,3.050857036,0.352941176,0.373493976,0.371794872,0.352941176
COCCN1CC[C@@H](NC(=O)c2cn(C(C)(C)C)nn2)c2ccc(-c3ccnc(Nc4cnn(C)c4)n3)cc2C1,2.9,2.67,2.444,2.771,2.47,3.188,3.201,2.86478,2.374,2.233,3.088,1.935238605,0.20952381,0.309090909,0.346534653,0.213592233
Cc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)C(=O)CC(C2CCOCC2)O3)c(C)c1,4.28,4.61,4.832,4.097,4.203,3.925,3.705,4.4523497,3.88,4.654,4.256,4.775605041,0.2875,0.325301205,0.253333333,0.2875
Nc1ccc(NC(=O)CCS)cc1,-0.31,0.52,0.74,0.901,0.118,0.485,0.412,0.422274,-0.347,-0.069,0.63,1.052218886,0.516129032,0.551724138,0.365853659,0.516129032
CNC(=O)c1c(-c2ccc(CO)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,0.8,1.09,1.309,2.268,1.113,1.73,1.095,1.373366,0.845,0.967,1.241,-0.188140114,0.240506329,0.313253012,0.338028169,0.240506329
O=C(O)/C=C/c1cnc2ccc(O[C@@H](CO)c3c(Cl)cccc3Cl)cc2c1C1CC1,2,2.5,2.719,3.387,2.56,2.976,2.972,3.0311685,2.615,1.868,2.899,2.089442274,0.268656716,0.297619048,0.310679612,0.268656716
Cc1c(Nc2ncc3cccc(C4CC4)c3n2)cnn1C1CCOCC1,2.7,3.2,3.419,3.247,2.836,3.241,3.286,2.990035,2.73,3.188,3.101,2.91356104,0.232142857,0.298507463,0.394736842,0.232142857
N#Cc1cccc(C(=O)c2cnc(NCc3cccnc3)nc2)c1,2,2.1,1.683,1.438,1.774,1.472,2.113,2.4104753,1.745,2.043,2.616,2.022534426,0.408163265,0.353846154,0.377358491,0.408163265
O=C(O)Cc1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,2.13,1.05,0.833,1.345,0.165,0.214,0.501,0.9160224,0.046,0.171,1.616,1.217704095,0.294871795,0.317647059,0.302325581,0.302325581
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2ccccc2CSC[C@H](C(=O)N(C)C)NC1=O,0.43,0.26,0.816,1.151,0.215,0.143,0.077,0.7450932,0.081,0.739,0.292,-0.588588713,0.31884058,0.258823529,0.274509804,0.31884058
CC(C)(Nc1ncc(C(=O)N2CC3(CCOCC3)C2)cn1)c1cnccn1,0.6,1.16,1.376,0.785,0.238,0.812,0.673,1.0132649,0.327,0.688,1.231,-0.090987784,0.25862069,0.333333333,0.28358209,0.25862069
C[C@H](Oc1ccc2ncc(/C=C/C(=O)O)c(C#N)c2c1)c1c(Cl)ccc(F)c1Cl,2.3,2.61,2.822,3.466,2.378,2.914,2.921,3.4025507,3.206,2.436,3.086,1.962427756,0.296296296,0.338028169,0.311111111,0.296296296
C[C@H](Oc1ccc2ncc(-c3ccn(CCC(=O)O)n3)c(C3CC3)c2c1)c1c(Cl)cccc1Cl,2.7,3.11,3.32,4.008,3.204,3.939,3.564,3.4245842,3.599,2.977,3.207,3.19248807,0.258426966,0.27,0.304347826,0.283783784
C[C@H](Oc1ccc2ncc(/C=C/S(=O)(=O)O)c(C3CC3)c2c1)c1c(Cl)ccc(F)c1Cl,2.5,3.64,3.847,3.523,2.903,2.856,3.156,4.192486,2.439,2.923,3.124,3.271472877,0.285714286,0.292682927,0.344444444,0.290322581
Cn1cnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c21,1.9,2.24,2.446,1.894,1.186,1.286,2.235,2.9044623,1.421,2.181,2.975,2.369184518,0.275862069,0.476923077,0.282051282,0.275862069
O=C(c1cnc(NCc2cccnc2)nc1)c1cccs1,2.2,2.08,1.876,1.929,1.834,1.531,1.805,1.9333316,1.764,1.899,2.175,2.079319749,0.391304348,0.469387755,0.37037037,0.391304348
Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,2.4,2.46,2.66,2.333,1.498,1.545,2.422,2.9709642,2.244,2.398,3.07,2.680092773,0.223880597,0.341176471,0.265060241,0.223880597
C[C@H](Oc1ccc2nc(OCCN)c(CCC(=O)O)c(C3CC3)c2c1)c1c(Cl)ccc(F)c1Cl,3.8,3.55,3.354,3.56,2.418,2.483,2.926,2.9692128,1.767,2.506,3.236,3.700634474,0.269662921,0.282828283,0.350515464,0.269662921
CNC(=O)c1c(-c2cccc(O)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,1.1,1.5,1.692,2.683,1.591,2.219,1.701,2.070998,1.325,1.007,1.577,0.276207437,0.2625,0.294117647,0.297297297,0.266666667
Cc1c(C)c2ccc(OCc3cccc(CN(C)CCCC(F)F)c3)cc2oc1=O,3.65,3.9,3.212,4.078,2.664,2.912,2.78,3.0989711,2.955,2.885,3.334,2.885854009,0.31884058,0.323529412,0.378378378,0.31884058
O=C(CCS)Nc1ccc(O)cc1,0.32,0.99,1.176,1.235,0.716,0.998,0.633,0.6193768,0.435,0.826,1.092,1.574025493,0.5,0.384615385,0.5,0.529411765
CN1CCN(Cc2ccc(NC(=O)CCS)cc2)CC1,0.28,0.75,0.934,1.329,0.287,0.237,-0.381,0.196378,-0.19,-0.656,0.761,1.023566881,0.428571429,0.423076923,0.396551724,0.428571429
CNC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,1.8,1.74,2.042,2.958,1.697,2.449,2.05,2.1826947,1.863,1.596,1.866,0.579182221,0.271428571,0.308641975,0.314285714,0.271428571
CN(C)C1CN(Cc2ccc(NC(=O)c3ccc(OCCCl)c([N+](=O)[O-])c3)cc2C(F)(F)F)C1,3.5,3.28,3.099,3.528,3.256,2.221,2.225,2.1982486,2.897,2.433,2.555,3.425572168,0.378378378,0.37,0.378378378,0.378378378
C[C@H](Oc1ccc(/C=C/C(=O)O)c(C2CC2)c1)c1c(Cl)ccc(F)c1Cl,3.6,3.66,3.362,3.858,3.273,3.733,3.497,4.07237,3.608,3.02,3.435,3.037746511,0.288135593,0.280487805,0.337349398,0.288135593
Cc1nc2sc1-c1cc3c(c(c1)S(=O)(=O)NCCN(C)CCNC(=O)c1cccc(n1)N2)C(=O)N([C@@H](C)C1CC1)C3,3.9,2.23,2.052,3.736,1.379,0.89,1.289,1.5643723,1.836,1.846,1.754,2.181200528,0.183673469,0.21,0.264705882,0.183673469
CCc1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccc3c(c2)C(=O)CC(C2CCOCC2)O3)cc1,4.84,4.42,4.244,4.117,4.345,4.28,3.699,3.9473672,3.733,4.942,4.25,5.186922258,0.257142857,0.333333333,0.289473684,0.268656716
Cn1c(-c2csc(C3CCN(Cc4nc5ccccc5[nH]4)CC3)n2)nc2ccccc21,2.5,4.07,4.246,4.434,4.042,4.11,4.898,4.132885,4.259,4.458,4.528,4.147640702,0.305555556,0.397260274,0.343283582,0.305555556
C[C@H](Oc1ccnc(C2CC2)n1)c1c(Cl)ccc(F)c1Cl,4.2,4.16,3.988,3.698,4.383,4.172,4.478,4.54998,4.543,4.541,3.901,5.111834174,0.21875,0.294117647,0.391891892,0.228915663
COc1ccc(C(=O)N2CCN(/C(=N/C#N)Nc3ccccc3C)CC2c2ccccc2)cc1OC,2.84,3.25,3.418,3.331,3.34,2.814,3.784,3.466841,3.515,3.199,3.594,4.601524255,0.333333333,0.41025641,0.372093023,0.333333333
Cc1ccnn1CCOc1cc(N2CCCCC2)ncn1,2.8,2.63,2.463,2.379,2.256,2.075,2.583,2.9110427,2.429,1.578,2.805,2.467664584,0.288135593,0.45,0.333333333,0.339285714
Cc1n[nH]c2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3)nc(OC3CCN(C4CC4)CC3)c12,3.4,3.76,3.926,2.601,3.837,4.252,3.921,3.6353793,3.671,3.78,3.705,3.02487903,0.22972973,0.345679012,0.4,0.238636364
CCCC(=O)NCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,2.2,2.01,2.554,2.523,1.872,1.838,2.326,2.476253,2.329,2.402,2.254,2.124005794,0.252631579,0.228571429,0.756410256,0.255555556
C[C@H](Nc1ncc(C(=O)N2CCC3(CCOCC3)C2)cn1)c1cnccn1,0.4,1,1.163,0.316,0.048,0.502,0.336,0.8092133,0.379,0.338,0.976,-0.235090546,0.245901639,0.342857143,0.369230769,0.245901639
CN(C)c1nc(=O)n(CCO)c2cc(Cl)ccc12,0.76,1.45,1.612,2.143,1.807,2.44,2.547,2.056347,1.51,1.513,2.012,0.682266629,0.333333333,0.333333333,0.4,0.333333333
C[C@H](Oc1ccc2ncc(/C=C/C(=O)O)c(O)c2c1)c1c(Cl)ccc(F)c1Cl,1.9,2.55,2.711,2.655,2.418,2.429,2.454,3.4947648,2.396,1.74,2.588,1.97232029,0.294871795,0.285714286,0.325581395,0.294871795
O=C(c1cnc(NC2(c3cnccn3)CCC2)nc1)N1CC2(CCOCC2)C1,0.8,1.22,1.381,1.029,0.322,0.884,0.662,0.5350584,0.506,0.903,1.281,0.045759589,0.24137931,0.337837838,0.328125,0.24137931
O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1,-0.1,0.91,1.07,-0.362,0.001,0.206,-0.043,0.25806475,0.383,0.137,1.129,-0.803854326,0.283333333,0.358208955,0.387096774,0.283333333
C[C@H](Oc1ccc2c(c1)c(C1CC1)c(/C=C/C(=O)O)c[n+]2[O-])c1c(Cl)ccc(F)c1Cl,1.7,2.71,2.87,3.529,1.96,2.599,2.985,3.5760982,3.032,2.641,3.131,1.990176012,0.253521127,0.274725275,0.309278351,0.259259259
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3ccc(C(=O)O)cc3)c2CSC[C@H](C(=O)N(C)C)NC1=O,-1.5,0.16,0.319,1.578,-0.466,-0.525,-0.77,0.2108624,-0.619,-0.602,-0.928,-2.409233253,0.282051282,0.275862069,0.252252252,0.282051282
CCOc1nc(N(C)C)nc(=O)n1-c1ccccc1,1.1,2.08,2.239,2.172,1.98,2.391,2.018,2.1073694,2.027,1.85,2.911,1.907569301,0.34,0.333333333,0.388888889,0.34
Fc1ccc2cc(-c3csc(C4CCN(Cc5nc6ccccc6[nH]5)CC4)n3)oc2c1,3.5,4.75,4.907,4.567,5.206,4.558,5.349,4.181787,4.527,5.319,4.604,4.485929089,0.272727273,0.37804878,0.394736842,0.272727273
COc1ccccc1-c1cncc2c1CN(c1ccccc1)C2=O,2.94,3.36,3.511,2.828,2.818,3.159,3.321,2.7994964,2.84,3.321,3.022,2.952286798,0.357142857,0.385964912,0.348484848,0.357142857
CN(C)C(=O)C1CCN(c2cnccc2-n2cc(C3CC3)cn2)CC1,2.1,2.08,2.259,2.441,1.858,1.857,1.881,2.3613248,1.069,2.054,1.451,1.173200491,0.285714286,0.367647059,0.287671233,0.285714286
O=C(NC1CC1)C1CCN(c2cncnc2-c2ccccc2)CC1,1.8,2.24,2.379,2.494,1.908,2.078,2.23,3.0239391,1.403,1.786,2.865,2.146257366,0.290909091,0.430769231,0.358208955,0.326923077
CS(=O)(=O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,1.86,3.06,3.197,2.607,3.071,3.176,3.018,3.287031,2.49,3.443,3.011,3.276243984,0.25,0.302631579,0.345238095,0.25
C[C@H](Oc1cc(CO)c2ncc(/C=C/C(=O)O)c(C3CC3)c2c1)c1c(Cl)ccc(F)c1Cl,2.9,2.94,3.076,3.494,2.952,2.599,3.04,3.8479505,3.176,2.712,2.846,2.421430079,0.269662921,0.260416667,0.336734694,0.269662921
C[C@@H](Nc1ncc(C(=O)N2CCC3(CCOCC3)C2)cn1)c1cnccn1,1,0.97,1.163,0.382,0.048,0.502,0.336,0.66679895,0.379,0.338,0.976,-0.235090546,0.245901639,0.342857143,0.369230769,0.245901639
CC(=O)Nc1nc(=O)[nH]c2cc(Cl)ccc12,1.3,1.28,1.149,2.236,0.937,1.315,1.48,0.990669,0.864,0.845,1.224,0.898992935,0.418604651,0.346938776,0.379310345,0.418604651
C[C@H]1NC(=O)[C@@H]2Cc3ccccc3[C@H]1N2C(=O)c1cn(C)c(=O)c2[nH]c3ccccc3c12,1.9,2.72,2.85,3.236,2.326,2.34,2.294,3.3089602,2.798,2.766,2.54,1.873700489,0.246575342,0.25974026,0.252747253,0.253731343
